"","StateFull","Year","Description","Value"
"41155","Georgia","2013","Per capita dividends, interest, and rent 4/",6260
"41156","Georgia","2013","Per capita dividends 4/",2057
"41157","Georgia","2013","Per capita interest 4/",2951
"41158","Georgia","2013","Per capita rent 4/",1252
"41159","Georgia","2013","Place of work profile (millions of dollars)",NA
"41160","Georgia","2013","Earnings by place of work",275964.3
"41161","Georgia","2013","Wages and salaries",200728.6
"41162","Georgia","2013","Supplements to wages and salaries",48231.3
"41163","Georgia","2013","Employer contributions for employee pension and insurance funds 5/",34001.4
"41164","Georgia","2013","Employer contributions for government social insurance",14229.9
"41165","Georgia","2013","Proprietors' income",27004.5
"41166","Georgia","2013","Farm proprietors' income",2243.6
"41167","Georgia","2013","Nonfarm proprietors' income",24760.9
"41168","Georgia","2013","Total employment (number of jobs)",5496783
"41169","Georgia","2013","Wage and salary employment",4199911
"41170","Georgia","2013","Proprietors employment",1296872
"41171","Georgia","2013","Farm proprietors employment 6/",35501
"41172","Georgia","2013","Nonfarm proprietors employment",1261371
"41173","Georgia","2013","Average earnings per job (dollars)",50205
"41174","Georgia","2013","Average wages and salaries",47794
"41175","Georgia","2013","Average nonfarm proprietors' income",19630
"41176","Hawaii","2013","Place of residence profile",NA
"41177","Hawaii","2013","Personal income (millions of dollars)",63355.1
"41178","Hawaii","2013","Derivation of personal income",NA
"41179","Hawaii","2013","Net earnings by place of residence",40408.5
"41180","Hawaii","2013","Personal current transfer receipts",9863.6
"41181","Hawaii","2013","Income maintenance benefits 1/",1306.2
"41182","Hawaii","2013","Unemployment insurance compensation",274.8
"41183","Hawaii","2013","Retirement and other",8282.6
"41184","Hawaii","2013","Dividends, interest, and rent",13083
"41185","Hawaii","2013","Personal dividend income",2675.2
"41186","Hawaii","2013","Personal interest income",6504.6
"41187","Hawaii","2013","Imputed interest receipts 2/",5144.4
"41188","Hawaii","2013","Monetary interest receipts",1360.2
"41189","Hawaii","2013","Rental income of persons",3903.2
"41190","Hawaii","2013","Imputed rent",2751.3
"41191","Hawaii","2013","Monetary rent",1151.9
"41192","Hawaii","2013","Population (persons) 3/",1408038
"41193","Hawaii","2013","Per capita incomes (dollars)",NA
"41194","Hawaii","2013","Per capita personal income 4/",44995
"41195","Hawaii","2013","Per capita net earnings 4/",28698
"41196","Hawaii","2013","Per capita personal current transfer receipts 4/",7005
"41197","Hawaii","2013","Per capita income maintenance benefits 4/",928
"41198","Hawaii","2013","Per capita unemployment insurance compensation 4/",195
"41199","Hawaii","2013","Per capita retirement and other 4/",5882
"41200","Hawaii","2013","Per capita dividends, interest, and rent 4/",9292
"41201","Hawaii","2013","Per capita dividends 4/",1900
"41202","Hawaii","2013","Per capita interest 4/",4620
"41203","Hawaii","2013","Per capita rent 4/",2772
"41204","Hawaii","2013","Place of work profile (millions of dollars)",NA
"41205","Hawaii","2013","Earnings by place of work",45821
"41206","Hawaii","2013","Wages and salaries",31514.2
"41207","Hawaii","2013","Supplements to wages and salaries",9307.1
"41208","Hawaii","2013","Employer contributions for employee pension and insurance funds 5/",6491.1
"41209","Hawaii","2013","Employer contributions for government social insurance",2816
"41210","Hawaii","2013","Proprietors' income",4999.7
"41211","Hawaii","2013","Farm proprietors' income",33.5
"41212","Hawaii","2013","Nonfarm proprietors' income",4966.2
"41213","Hawaii","2013","Total employment (number of jobs)",868122
"41214","Hawaii","2013","Wage and salary employment",693539
"41215","Hawaii","2013","Proprietors employment",174583
"41216","Hawaii","2013","Farm proprietors employment 6/",5693
"41217","Hawaii","2013","Nonfarm proprietors employment",168890
"41218","Hawaii","2013","Average earnings per job (dollars)",52782
"41219","Hawaii","2013","Average wages and salaries",45440
"41220","Hawaii","2013","Average nonfarm proprietors' income",29405
"41221","Idaho","2013","Place of residence profile",NA
"41222","Idaho","2013","Personal income (millions of dollars)",58236
"41223","Idaho","2013","Derivation of personal income",NA
"41224","Idaho","2013","Net earnings by place of residence",35419.6
"41225","Idaho","2013","Personal current transfer receipts",10773.7
"41226","Idaho","2013","Income maintenance benefits 1/",1078.3
"41227","Idaho","2013","Unemployment insurance compensation",213.9
"41228","Idaho","2013","Retirement and other",9481.5
"41229","Idaho","2013","Dividends, interest, and rent",12042.7
"41230","Idaho","2013","Personal dividend income",4117.7
"41231","Idaho","2013","Personal interest income",5336.1
"41232","Idaho","2013","Imputed interest receipts 2/",3737.4
"41233","Idaho","2013","Monetary interest receipts",1598.7
"41234","Idaho","2013","Rental income of persons",2588.9
"41235","Idaho","2013","Imputed rent",1833.4
"41236","Idaho","2013","Monetary rent",755.5
"41237","Idaho","2013","Population (persons) 3/",1610187
"41238","Idaho","2013","Per capita incomes (dollars)",NA
"41239","Idaho","2013","Per capita personal income 4/",36167
"41240","Idaho","2013","Per capita net earnings 4/",21997
"41241","Idaho","2013","Per capita personal current transfer receipts 4/",6691
"41242","Idaho","2013","Per capita income maintenance benefits 4/",670
"41243","Idaho","2013","Per capita unemployment insurance compensation 4/",133
"41244","Idaho","2013","Per capita retirement and other 4/",5888
"41245","Idaho","2013","Per capita dividends, interest, and rent 4/",7479
"41246","Idaho","2013","Per capita dividends 4/",2557
"41247","Idaho","2013","Per capita interest 4/",3314
"41248","Idaho","2013","Per capita rent 4/",1608
"41249","Idaho","2013","Place of work profile (millions of dollars)",NA
"41250","Idaho","2013","Earnings by place of work",38956.7
"41251","Idaho","2013","Wages and salaries",25253.6
"41252","Idaho","2013","Supplements to wages and salaries",6526.9
"41253","Idaho","2013","Employer contributions for employee pension and insurance funds 5/",4199.7
"41254","Idaho","2013","Employer contributions for government social insurance",2327.2
"41255","Idaho","2013","Proprietors' income",7176.2
"41256","Idaho","2013","Farm proprietors' income",1603
"41257","Idaho","2013","Nonfarm proprietors' income",5573.2
"41258","Idaho","2013","Total employment (number of jobs)",902866
"41259","Idaho","2013","Wage and salary employment",667781
"41260","Idaho","2013","Proprietors employment",235085
"41261","Idaho","2013","Farm proprietors employment 6/",22272
"41262","Idaho","2013","Nonfarm proprietors employment",212813
"41263","Idaho","2013","Average earnings per job (dollars)",43148
"41264","Idaho","2013","Average wages and salaries",37817
"41265","Idaho","2013","Average nonfarm proprietors' income",26188
"41266","Illinois","2013","Place of residence profile",NA
"41267","Illinois","2013","Personal income (millions of dollars)",607909.7
"41268","Illinois","2013","Derivation of personal income",NA
"41269","Illinois","2013","Net earnings by place of residence",403986.9
"41270","Illinois","2013","Personal current transfer receipts",93185.5
"41271","Illinois","2013","Income maintenance benefits 1/",11161.2
"41272","Illinois","2013","Unemployment insurance compensation",3542.4
"41273","Illinois","2013","Retirement and other",78481.8
"41274","Illinois","2013","Dividends, interest, and rent",110737.3
"41275","Illinois","2013","Personal dividend income",37501.1
"41276","Illinois","2013","Personal interest income",51910.5
"41277","Illinois","2013","Imputed interest receipts 2/",33716.9
"41278","Illinois","2013","Monetary interest receipts",18193.6
"41279","Illinois","2013","Rental income of persons",21325.7
"41280","Illinois","2013","Imputed rent",14776.5
"41281","Illinois","2013","Monetary rent",6549.2
"41282","Illinois","2013","Population (persons) 3/",12890403
"41283","Illinois","2013","Per capita incomes (dollars)",NA
"41284","Illinois","2013","Per capita personal income 4/",47160
"41285","Illinois","2013","Per capita net earnings 4/",31340
"41286","Illinois","2013","Per capita personal current transfer receipts 4/",7229
"41287","Illinois","2013","Per capita income maintenance benefits 4/",866
"41288","Illinois","2013","Per capita unemployment insurance compensation 4/",275
"41289","Illinois","2013","Per capita retirement and other 4/",6088
"41290","Illinois","2013","Per capita dividends, interest, and rent 4/",8591
"41291","Illinois","2013","Per capita dividends 4/",2909
"41292","Illinois","2013","Per capita interest 4/",4027
"41293","Illinois","2013","Per capita rent 4/",1654
"41294","Illinois","2013","Place of work profile (millions of dollars)",NA
"41295","Illinois","2013","Earnings by place of work",453704.8
"41296","Illinois","2013","Wages and salaries",320099.4
"41297","Illinois","2013","Supplements to wages and salaries",80287.6
"41298","Illinois","2013","Employer contributions for employee pension and insurance funds 5/",57406
"41299","Illinois","2013","Employer contributions for government social insurance",22881.6
"41300","Illinois","2013","Proprietors' income",53317.8
"41301","Illinois","2013","Farm proprietors' income",7482.5
"41302","Illinois","2013","Nonfarm proprietors' income",45835.3
"41303","Illinois","2013","Total employment (number of jobs)",7503158
"41304","Illinois","2013","Wage and salary employment",5965073
"41305","Illinois","2013","Proprietors employment",1538085
"41306","Illinois","2013","Farm proprietors employment 6/",62130
"41307","Illinois","2013","Nonfarm proprietors employment",1475955
"41308","Illinois","2013","Average earnings per job (dollars)",60469
"41309","Illinois","2013","Average wages and salaries",53662
"41310","Illinois","2013","Average nonfarm proprietors' income",31055
"41311","Indiana","2013","Place of residence profile",NA
"41312","Indiana","2013","Personal income (millions of dollars)",259525
"41313","Indiana","2013","Derivation of personal income",NA
"41314","Indiana","2013","Net earnings by place of residence",171937.7
"41315","Indiana","2013","Personal current transfer receipts",49235.6
"41316","Indiana","2013","Income maintenance benefits 1/",5112.6
"41317","Indiana","2013","Unemployment insurance compensation",886.5
"41318","Indiana","2013","Retirement and other",43236.5
"41319","Indiana","2013","Dividends, interest, and rent",38351.7
"41320","Indiana","2013","Personal dividend income",13689.7
"41321","Indiana","2013","Personal interest income",16747.4
"41322","Indiana","2013","Imputed interest receipts 2/",11630.6
"41323","Indiana","2013","Monetary interest receipts",5116.8
"41324","Indiana","2013","Rental income of persons",7914.6
"41325","Indiana","2013","Imputed rent",5934.8
"41326","Indiana","2013","Monetary rent",1979.8
"41327","Indiana","2013","Population (persons) 3/",6567484
"41328","Indiana","2013","Per capita incomes (dollars)",NA
"41329","Indiana","2013","Per capita personal income 4/",39517
"41330","Indiana","2013","Per capita net earnings 4/",26180
"41331","Indiana","2013","Per capita personal current transfer receipts 4/",7497
"41332","Indiana","2013","Per capita income maintenance benefits 4/",778
"41333","Indiana","2013","Per capita unemployment insurance compensation 4/",135
"41334","Indiana","2013","Per capita retirement and other 4/",6583
"41335","Indiana","2013","Per capita dividends, interest, and rent 4/",5840
"41336","Indiana","2013","Per capita dividends 4/",2084
"41337","Indiana","2013","Per capita interest 4/",2550
"41338","Indiana","2013","Per capita rent 4/",1205
"41339","Indiana","2013","Place of work profile (millions of dollars)",NA
"41340","Indiana","2013","Earnings by place of work",187368.2
"41341","Indiana","2013","Wages and salaries",127532.8
"41342","Indiana","2013","Supplements to wages and salaries",30325.5
"41343","Indiana","2013","Employer contributions for employee pension and insurance funds 5/",20621.5
"41344","Indiana","2013","Employer contributions for government social insurance",9704
"41345","Indiana","2013","Proprietors' income",29509.8
"41346","Indiana","2013","Farm proprietors' income",4875.8
"41347","Indiana","2013","Nonfarm proprietors' income",24634
"41348","Indiana","2013","Total employment (number of jobs)",3684125
"41349","Indiana","2013","Wage and salary employment",3009962
"41350","Indiana","2013","Proprietors employment",674163
"41351","Indiana","2013","Farm proprietors employment 6/",51475
"41352","Indiana","2013","Nonfarm proprietors employment",622688
"41353","Indiana","2013","Average earnings per job (dollars)",50858
"41354","Indiana","2013","Average wages and salaries",42370
"41355","Indiana","2013","Average nonfarm proprietors' income",39561
"41356","Iowa","2013","Place of residence profile",NA
"41357","Iowa","2013","Personal income (millions of dollars)",134398.2
"41358","Iowa","2013","Derivation of personal income",NA
"41359","Iowa","2013","Net earnings by place of residence",88359.3
"41360","Iowa","2013","Personal current transfer receipts",22468.4
"41361","Iowa","2013","Income maintenance benefits 1/",1995.9
"41362","Iowa","2013","Unemployment insurance compensation",524.3
"41363","Iowa","2013","Retirement and other",19948.2
"41364","Iowa","2013","Dividends, interest, and rent",23570.4
"41365","Iowa","2013","Personal dividend income",7431.7
"41366","Iowa","2013","Personal interest income",10834.6
"41367","Iowa","2013","Imputed interest receipts 2/",7359.5
"41368","Iowa","2013","Monetary interest receipts",3475.1
"41369","Iowa","2013","Rental income of persons",5304.2
"41370","Iowa","2013","Imputed rent",3238
"41371","Iowa","2013","Monetary rent",2066.2
"41372","Iowa","2013","Population (persons) 3/",3089876
"41373","Iowa","2013","Per capita incomes (dollars)",NA
"41374","Iowa","2013","Per capita personal income 4/",43496
"41375","Iowa","2013","Per capita net earnings 4/",28596
"41376","Iowa","2013","Per capita personal current transfer receipts 4/",7272
"41377","Iowa","2013","Per capita income maintenance benefits 4/",646
"41378","Iowa","2013","Per capita unemployment insurance compensation 4/",170
"41379","Iowa","2013","Per capita retirement and other 4/",6456
"41380","Iowa","2013","Per capita dividends, interest, and rent 4/",7628
"41381","Iowa","2013","Per capita dividends 4/",2405
"41382","Iowa","2013","Per capita interest 4/",3506
"41383","Iowa","2013","Per capita rent 4/",1717
"41384","Iowa","2013","Place of work profile (millions of dollars)",NA
"41385","Iowa","2013","Earnings by place of work",97936.2
"41386","Iowa","2013","Wages and salaries",63998.9
"41387","Iowa","2013","Supplements to wages and salaries",16044.4
"41388","Iowa","2013","Employer contributions for employee pension and insurance funds 5/",10941.6
"41389","Iowa","2013","Employer contributions for government social insurance",5102.7
"41390","Iowa","2013","Proprietors' income",17893
"41391","Iowa","2013","Farm proprietors' income",7785.1
"41392","Iowa","2013","Nonfarm proprietors' income",10107.9
"41393","Iowa","2013","Total employment (number of jobs)",2019480
"41394","Iowa","2013","Wage and salary employment",1592602
"41395","Iowa","2013","Proprietors employment",426878
"41396","Iowa","2013","Farm proprietors employment 6/",72641
"41397","Iowa","2013","Nonfarm proprietors employment",354237
"41398","Iowa","2013","Average earnings per job (dollars)",48496
"41399","Iowa","2013","Average wages and salaries",40185
"41400","Iowa","2013","Average nonfarm proprietors' income",28534
"41401","Kansas","2013","Place of residence profile",NA
"41402","Kansas","2013","Personal income (millions of dollars)",132570
"41403","Kansas","2013","Derivation of personal income",NA
"41404","Kansas","2013","Net earnings by place of residence",89493.7
"41405","Kansas","2013","Personal current transfer receipts",19639
"41406","Kansas","2013","Income maintenance benefits 1/",1981.5
"41407","Kansas","2013","Unemployment insurance compensation",450.9
"41408","Kansas","2013","Retirement and other",17206.5
"41409","Kansas","2013","Dividends, interest, and rent",23437.4
"41410","Kansas","2013","Personal dividend income",8096.8
"41411","Kansas","2013","Personal interest income",11239.9
"41412","Kansas","2013","Imputed interest receipts 2/",7655.9
"41413","Kansas","2013","Monetary interest receipts",3584
"41414","Kansas","2013","Rental income of persons",4100.7
"41415","Kansas","2013","Imputed rent",2671.5
"41416","Kansas","2013","Monetary rent",1429.2
"41417","Kansas","2013","Population (persons) 3/",2892900
"41418","Kansas","2013","Per capita incomes (dollars)",NA
"41419","Kansas","2013","Per capita personal income 4/",45826
"41420","Kansas","2013","Per capita net earnings 4/",30936
"41421","Kansas","2013","Per capita personal current transfer receipts 4/",6789
"41422","Kansas","2013","Per capita income maintenance benefits 4/",685
"41423","Kansas","2013","Per capita unemployment insurance compensation 4/",156
"41424","Kansas","2013","Per capita retirement and other 4/",5948
"41425","Kansas","2013","Per capita dividends, interest, and rent 4/",8102
"41426","Kansas","2013","Per capita dividends 4/",2799
"41427","Kansas","2013","Per capita interest 4/",3885
"41428","Kansas","2013","Per capita rent 4/",1417
"41429","Kansas","2013","Place of work profile (millions of dollars)",NA
"41430","Kansas","2013","Earnings by place of work",98352.3
"41431","Kansas","2013","Wages and salaries",61872
"41432","Kansas","2013","Supplements to wages and salaries",15554.1
"41433","Kansas","2013","Employer contributions for employee pension and insurance funds 5/",10676.2
"41434","Kansas","2013","Employer contributions for government social insurance",4877.9
"41435","Kansas","2013","Proprietors' income",20926.2
"41436","Kansas","2013","Farm proprietors' income",4484.5
"41437","Kansas","2013","Nonfarm proprietors' income",16441.7
"41438","Kansas","2013","Total employment (number of jobs)",1869054
"41439","Kansas","2013","Wage and salary employment",1447857
"41440","Kansas","2013","Proprietors employment",421197
"41441","Kansas","2013","Farm proprietors employment 6/",53410
"41442","Kansas","2013","Nonfarm proprietors employment",367787
"41443","Kansas","2013","Average earnings per job (dollars)",52621
"41444","Kansas","2013","Average wages and salaries",42734
"41445","Kansas","2013","Average nonfarm proprietors' income",44704
"41446","Kentucky","2013","Place of residence profile",NA
"41447","Kentucky","2013","Personal income (millions of dollars)",157850.7
"41448","Kentucky","2013","Derivation of personal income",NA
"41449","Kentucky","2013","Net earnings by place of residence",96861
"41450","Kentucky","2013","Personal current transfer receipts",36841.7
"41451","Kentucky","2013","Income maintenance benefits 1/",4338.6
"41452","Kentucky","2013","Unemployment insurance compensation",796.3
"41453","Kentucky","2013","Retirement and other",31706.9
"41454","Kentucky","2013","Dividends, interest, and rent",24148.1
"41455","Kentucky","2013","Personal dividend income",7459.7
"41456","Kentucky","2013","Personal interest income",11549.4
"41457","Kentucky","2013","Imputed interest receipts 2/",8373.3
"41458","Kentucky","2013","Monetary interest receipts",3176.1
"41459","Kentucky","2013","Rental income of persons",5138.9
"41460","Kentucky","2013","Imputed rent",3893.4
"41461","Kentucky","2013","Monetary rent",1245.5
"41462","Kentucky","2013","Population (persons) 3/",4399121
"41463","Kentucky","2013","Per capita incomes (dollars)",NA
"41464","Kentucky","2013","Per capita personal income 4/",35882
"41465","Kentucky","2013","Per capita net earnings 4/",22018
"41466","Kentucky","2013","Per capita personal current transfer receipts 4/",8375
"41467","Kentucky","2013","Per capita income maintenance benefits 4/",986
"41468","Kentucky","2013","Per capita unemployment insurance compensation 4/",181
"41469","Kentucky","2013","Per capita retirement and other 4/",7208
"41470","Kentucky","2013","Per capita dividends, interest, and rent 4/",5489
"41471","Kentucky","2013","Per capita dividends 4/",1696
"41472","Kentucky","2013","Per capita interest 4/",2625
"41473","Kentucky","2013","Per capita rent 4/",1168
"41474","Kentucky","2013","Place of work profile (millions of dollars)",NA
"41475","Kentucky","2013","Earnings by place of work",111801.1
"41476","Kentucky","2013","Wages and salaries",78279.8
"41477","Kentucky","2013","Supplements to wages and salaries",20796.3
"41478","Kentucky","2013","Employer contributions for employee pension and insurance funds 5/",14631.6
"41479","Kentucky","2013","Employer contributions for government social insurance",6164.7
"41480","Kentucky","2013","Proprietors' income",12725
"41481","Kentucky","2013","Farm proprietors' income",2340.8
"41482","Kentucky","2013","Nonfarm proprietors' income",10384.2
"41483","Kentucky","2013","Total employment (number of jobs)",2407562
"41484","Kentucky","2013","Wage and salary employment",1923075
"41485","Kentucky","2013","Proprietors employment",484487
"41486","Kentucky","2013","Farm proprietors employment 6/",69237
"41487","Kentucky","2013","Nonfarm proprietors employment",415250
"41488","Kentucky","2013","Average earnings per job (dollars)",46437
"41489","Kentucky","2013","Average wages and salaries",40706
"41490","Kentucky","2013","Average nonfarm proprietors' income",25007
"41491","Louisiana","2013","Place of residence profile",NA
"41492","Louisiana","2013","Personal income (millions of dollars)",188377
"41493","Louisiana","2013","Derivation of personal income",NA
"41494","Louisiana","2013","Net earnings by place of residence",120062.1
"41495","Louisiana","2013","Personal current transfer receipts",36958.1
"41496","Louisiana","2013","Income maintenance benefits 1/",4649.6
"41497","Louisiana","2013","Unemployment insurance compensation",311.2
"41498","Louisiana","2013","Retirement and other",31997.3
"41499","Louisiana","2013","Dividends, interest, and rent",31356.8
"41500","Louisiana","2013","Personal dividend income",11434.5
"41501","Louisiana","2013","Personal interest income",13583.3
"41502","Louisiana","2013","Imputed interest receipts 2/",9846
"41503","Louisiana","2013","Monetary interest receipts",3737.2
"41504","Louisiana","2013","Rental income of persons",6339.1
"41505","Louisiana","2013","Imputed rent",4191.3
"41506","Louisiana","2013","Monetary rent",2147.7
"41507","Louisiana","2013","Population (persons) 3/",4626795
"41508","Louisiana","2013","Per capita incomes (dollars)",NA
"41509","Louisiana","2013","Per capita personal income 4/",40714
"41510","Louisiana","2013","Per capita net earnings 4/",25949
"41511","Louisiana","2013","Per capita personal current transfer receipts 4/",7988
"41512","Louisiana","2013","Per capita income maintenance benefits 4/",1005
"41513","Louisiana","2013","Per capita unemployment insurance compensation 4/",67
"41514","Louisiana","2013","Per capita retirement and other 4/",6916
"41515","Louisiana","2013","Per capita dividends, interest, and rent 4/",6777
"41516","Louisiana","2013","Per capita dividends 4/",2471
"41517","Louisiana","2013","Per capita interest 4/",2936
"41518","Louisiana","2013","Per capita rent 4/",1370
"41519","Louisiana","2013","Place of work profile (millions of dollars)",NA
"41520","Louisiana","2013","Earnings by place of work",133486.3
"41521","Louisiana","2013","Wages and salaries",91411.4
"41522","Louisiana","2013","Supplements to wages and salaries",21564.2
"41523","Louisiana","2013","Employer contributions for employee pension and insurance funds 5/",15618
"41524","Louisiana","2013","Employer contributions for government social insurance",5946.1
"41525","Louisiana","2013","Proprietors' income",20510.7
"41526","Louisiana","2013","Farm proprietors' income",1302.8
"41527","Louisiana","2013","Nonfarm proprietors' income",19208
"41528","Louisiana","2013","Total employment (number of jobs)",2641657
"41529","Louisiana","2013","Wage and salary employment",2038049
"41530","Louisiana","2013","Proprietors employment",603608
"41531","Louisiana","2013","Farm proprietors employment 6/",23414
"41532","Louisiana","2013","Nonfarm proprietors employment",580194
"41533","Louisiana","2013","Average earnings per job (dollars)",50531
"41534","Louisiana","2013","Average wages and salaries",44852
"41535","Louisiana","2013","Average nonfarm proprietors' income",33106
"41536","Maine","2013","Place of residence profile",NA
"41537","Maine","2013","Personal income (millions of dollars)",53315.8
"41538","Maine","2013","Derivation of personal income",NA
"41539","Maine","2013","Net earnings by place of residence",32055.3
"41540","Maine","2013","Personal current transfer receipts",11995.9
"41541","Maine","2013","Income maintenance benefits 1/",1088.3
"41542","Maine","2013","Unemployment insurance compensation",241
"41543","Maine","2013","Retirement and other",10666.7
"41544","Maine","2013","Dividends, interest, and rent",9264.6
"41545","Maine","2013","Personal dividend income",2435.5
"41546","Maine","2013","Personal interest income",4662.9
"41547","Maine","2013","Imputed interest receipts 2/",3316.4
"41548","Maine","2013","Monetary interest receipts",1346.4
"41549","Maine","2013","Rental income of persons",2166.3
"41550","Maine","2013","Imputed rent",1585.3
"41551","Maine","2013","Monetary rent",581
"41552","Maine","2013","Population (persons) 3/",1327975
"41553","Maine","2013","Per capita incomes (dollars)",NA
"41554","Maine","2013","Per capita personal income 4/",40148
"41555","Maine","2013","Per capita net earnings 4/",24138
"41556","Maine","2013","Per capita personal current transfer receipts 4/",9033
"41557","Maine","2013","Per capita income maintenance benefits 4/",819
"41558","Maine","2013","Per capita unemployment insurance compensation 4/",181
"41559","Maine","2013","Per capita retirement and other 4/",8032
"41560","Maine","2013","Per capita dividends, interest, and rent 4/",6976
"41561","Maine","2013","Per capita dividends 4/",1834
"41562","Maine","2013","Per capita interest 4/",3511
"41563","Maine","2013","Per capita rent 4/",1631
"41564","Maine","2013","Place of work profile (millions of dollars)",NA
"41565","Maine","2013","Earnings by place of work",35368.1
"41566","Maine","2013","Wages and salaries",24896
"41567","Maine","2013","Supplements to wages and salaries",6213.9
"41568","Maine","2013","Employer contributions for employee pension and insurance funds 5/",4313.8
"41569","Maine","2013","Employer contributions for government social insurance",1900.1
"41570","Maine","2013","Proprietors' income",4258.2
"41571","Maine","2013","Farm proprietors' income",140.1
"41572","Maine","2013","Nonfarm proprietors' income",4118.1
"41573","Maine","2013","Total employment (number of jobs)",803641
"41574","Maine","2013","Wage and salary employment",615236
"41575","Maine","2013","Proprietors employment",188405
"41576","Maine","2013","Farm proprietors employment 6/",7545
"41577","Maine","2013","Nonfarm proprietors employment",180860
"41578","Maine","2013","Average earnings per job (dollars)",44010
"41579","Maine","2013","Average wages and salaries",40466
"41580","Maine","2013","Average nonfarm proprietors' income",22769
"41581","Maryland","2013","Place of residence profile",NA
"41582","Maryland","2013","Personal income (millions of dollars)",313194.8
"41583","Maryland","2013","Derivation of personal income",NA
"41584","Maryland","2013","Net earnings by place of residence",213550.5
"41585","Maryland","2013","Personal current transfer receipts",42215.1
"41586","Maryland","2013","Income maintenance benefits 1/",4337
"41587","Maryland","2013","Unemployment insurance compensation",1263.2
"41588","Maryland","2013","Retirement and other",36614.9
"41589","Maryland","2013","Dividends, interest, and rent",57429.1
"41590","Maryland","2013","Personal dividend income",13675.1
"41591","Maryland","2013","Personal interest income",30274.5
"41592","Maryland","2013","Imputed interest receipts 2/",23386.1
"41593","Maryland","2013","Monetary interest receipts",6888.4
"41594","Maryland","2013","Rental income of persons",13479.5
"41595","Maryland","2013","Imputed rent",11022
"41596","Maryland","2013","Monetary rent",2457.5
"41597","Maryland","2013","Population (persons) 3/",5932654
"41598","Maryland","2013","Per capita incomes (dollars)",NA
"41599","Maryland","2013","Per capita personal income 4/",52792
"41600","Maryland","2013","Per capita net earnings 4/",35996
"41601","Maryland","2013","Per capita personal current transfer receipts 4/",7116
"41602","Maryland","2013","Per capita income maintenance benefits 4/",731
"41603","Maryland","2013","Per capita unemployment insurance compensation 4/",213
"41604","Maryland","2013","Per capita retirement and other 4/",6172
"41605","Maryland","2013","Per capita dividends, interest, and rent 4/",9680
"41606","Maryland","2013","Per capita dividends 4/",2305
"41607","Maryland","2013","Per capita interest 4/",5103
"41608","Maryland","2013","Per capita rent 4/",2272
"41609","Maryland","2013","Place of work profile (millions of dollars)",NA
"41610","Maryland","2013","Earnings by place of work",214205.5
"41611","Maryland","2013","Wages and salaries",150129.4
"41612","Maryland","2013","Supplements to wages and salaries",37290.8
"41613","Maryland","2013","Employer contributions for employee pension and insurance funds 5/",25841.8
"41614","Maryland","2013","Employer contributions for government social insurance",11449
"41615","Maryland","2013","Proprietors' income",26785.2
"41616","Maryland","2013","Farm proprietors' income",601.3
"41617","Maryland","2013","Nonfarm proprietors' income",26184
"41618","Maryland","2013","Total employment (number of jobs)",3493921
"41619","Maryland","2013","Wage and salary employment",2702351
"41620","Maryland","2013","Proprietors employment",791570
"41621","Maryland","2013","Farm proprietors employment 6/",10853
"41622","Maryland","2013","Nonfarm proprietors employment",780717
"41623","Maryland","2013","Average earnings per job (dollars)",61308
"41624","Maryland","2013","Average wages and salaries",55555
"41625","Maryland","2013","Average nonfarm proprietors' income",33538
"41626","Massachusetts","2013","Place of residence profile",NA
"41627","Massachusetts","2013","Personal income (millions of dollars)",385338.4
"41628","Massachusetts","2013","Derivation of personal income",NA
"41629","Massachusetts","2013","Net earnings by place of residence",255892.5
"41630","Massachusetts","2013","Personal current transfer receipts",57326
"41631","Massachusetts","2013","Income maintenance benefits 1/",6086
"41632","Massachusetts","2013","Unemployment insurance compensation",2424.7
"41633","Massachusetts","2013","Retirement and other",48815.3
"41634","Massachusetts","2013","Dividends, interest, and rent",72119.9
"41635","Massachusetts","2013","Personal dividend income",22651.6
"41636","Massachusetts","2013","Personal interest income",33953.6
"41637","Massachusetts","2013","Imputed interest receipts 2/",21100.8
"41638","Massachusetts","2013","Monetary interest receipts",12852.9
"41639","Massachusetts","2013","Rental income of persons",15514.6
"41640","Massachusetts","2013","Imputed rent",11252.9
"41641","Massachusetts","2013","Monetary rent",4261.7
"41642","Massachusetts","2013","Population (persons) 3/",6711138
"41643","Massachusetts","2013","Per capita incomes (dollars)",NA
"41644","Massachusetts","2013","Per capita personal income 4/",57418
"41645","Massachusetts","2013","Per capita net earnings 4/",38130
"41646","Massachusetts","2013","Per capita personal current transfer receipts 4/",8542
"41647","Massachusetts","2013","Per capita income maintenance benefits 4/",907
"41648","Massachusetts","2013","Per capita unemployment insurance compensation 4/",361
"41649","Massachusetts","2013","Per capita retirement and other 4/",7274
"41650","Massachusetts","2013","Per capita dividends, interest, and rent 4/",10746
"41651","Massachusetts","2013","Per capita dividends 4/",3375
"41652","Massachusetts","2013","Per capita interest 4/",5059
"41653","Massachusetts","2013","Per capita rent 4/",2312
"41654","Massachusetts","2013","Place of work profile (millions of dollars)",NA
"41655","Massachusetts","2013","Earnings by place of work",293292.4
"41656","Massachusetts","2013","Wages and salaries",209944.6
"41657","Massachusetts","2013","Supplements to wages and salaries",47417.4
"41658","Massachusetts","2013","Employer contributions for employee pension and insurance funds 5/",32837.5
"41659","Massachusetts","2013","Employer contributions for government social insurance",14579.8
"41660","Massachusetts","2013","Proprietors' income",35930.4
